recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,tipo,timestamp_dev_responded,developer_response
167255695,"{'steamid': '76561199061378622', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 916, 'playtime_last_two_weeks': 0, 'playtime_at_review': 912, 'last_played': 1738649589}",english,"garbage, unbalanced, doodoo servers
",1718251685,1718251685,False,0,0,0.5,0,False,False,False,False,negativa,,
167255835,"{'steamid': '76561198880603792', 'num_games_owned': 16, 'num_reviews': 2, 'playtime_forever': 983, 'playtime_last_two_weeks': 0, 'playtime_at_review': 982, 'last_played': 1744909296}",english,boooooooo,1718251970,1718251970,False,0,0,0.5,0,False,False,False,False,negativa,,
167257754,"{'steamid': '76561198148106042', 'num_games_owned': 296, 'num_reviews': 9, 'playtime_forever': 31, 'playtime_last_two_weeks': 0, 'playtime_at_review': 31, 'last_played': 1519514254}",english,no,1718255564,1718255564,False,0,0,0.5,0,False,False,False,False,negativa,,
167262067,"{'steamid': '76561199203074945', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 997, 'playtime_last_two_weeks': 0, 'playtime_at_review': 997, 'last_played': 1703898933}",english,game is good if you like getting touched by big black men.,1718264460,1718264460,False,0,1,0.4761904776096343,0,False,False,False,False,negativa,,
167282576,"{'steamid': '76561198814643453', 'num_games_owned': 93, 'num_reviews': 36, 'playtime_forever': 4626, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4283, 'last_played': 1746065886}",english,furry arena 18+ is a better game than this,1718293078,1718293105,False,0,0,0.5,0,False,False,False,False,negativa,,
167284361,"{'steamid': '76561198850469715', 'num_games_owned': 255, 'num_reviews': 36, 'playtime_forever': 3612, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1194, 'last_played': 1747250852}",english,Smash Bros for those who like men,1718294984,1718294984,False,3,0,0.5552791357040405,1,False,False,False,False,negativa,,
167288665,"{'steamid': '76561199073938159', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 2561, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2488, 'last_played': 1718304131}",english,dont start,1718299621,1718299621,False,0,0,0.5,0,False,False,False,False,negativa,,
167297450,"{'steamid': '76561199414021403', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 1474, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1054, 'last_played': 1721075828}",english,"Good evening,

Lord Vraxx, Queen Nai and red raptor are so spammy and op to the point that they sig me through the screen and combo me irl until the point im in a deep coma that will last approximately 37.9 years. Please can we either nerf these characters or remove them entirely, and please please please remove sigs from the game as they are extremely overpowered and it's so bad to the point that my nan has been diagnosed with HIV. Battle boots need serious nerfing as not even Israel Adesanya can kick that hard, those things send me to Uranus in one hit.

Yours sincerely, Brawhalla's #1 opp",1718309330,1718310718,False,0,0,0.5,0,False,False,False,False,negativa,,
167298053,"{'steamid': '76561198830990853', 'num_games_owned': 0, 'num_reviews': 7, 'playtime_forever': 2884, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1682, 'last_played': 1755216389}",english,ki zbi,1718310033,1718310033,False,0,0,0.5,0,False,False,False,False,negativa,,
167309971,"{'steamid': '76561198982086946', 'num_games_owned': 71, 'num_reviews': 4, 'playtime_forever': 5781, 'playtime_last_two_weeks': 1, 'playtime_at_review': 134, 'last_played': 1762045705}",english,ass,1718327141,1718327141,False,0,0,0.5,0,False,False,False,False,negativa,,
167316382,"{'steamid': '76561199235809886', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1377, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1033, 'last_played': 1718788314}",english,"obviously and clearly the worst game i have ever played in my life, why is there an anti cheat that doesn't work. is it for show? LMAOOOO. fix ur old game and update losers.",1718337689,1718337689,False,0,0,0.5,0,False,False,False,False,negativa,,
167322035,"{'steamid': '76561199039110423', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 19666, 'playtime_last_two_weeks': 0, 'playtime_at_review': 18942, 'last_played': 1758462925}",english,hate this game,1718347457,1718347457,False,0,0,0.5,0,False,False,False,False,negativa,,
167322919,"{'steamid': '76561199208386632', 'num_games_owned': 34, 'num_reviews': 2, 'playtime_forever': 15026, 'playtime_last_two_weeks': 0, 'playtime_at_review': 10229, 'last_played': 1748579644}",english,worst game ive ever played no type of skill is required just need to know how to press triangle,1718348998,1727328185,False,0,0,0.5,0,False,False,False,False,negativa,,
167324054,"{'steamid': '76561199049751586', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1697, 'playtime_last_two_weeks': 15, 'playtime_at_review': 1591, 'last_played': 1761760701}",english,"One has to wonder, if his time is really worth the frustration and anger this game delivers. Thus, thy have been warned of the dangers that lie ahead after getting this game.",1718350894,1718350894,False,0,0,0.5,0,False,False,False,False,negativa,,
167325091,"{'steamid': '76561199153114444', 'num_games_owned': 59, 'num_reviews': 7, 'playtime_forever': 6611, 'playtime_last_two_weeks': 12, 'playtime_at_review': 5706, 'last_played': 1761348776}",english,hit boxes are a joke making contact with any weapon just seems impossible with this games movement,1718352656,1746402763,False,0,0,0.5,0,False,False,False,False,negativa,,
167336279,"{'steamid': '76561199054157002', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 7979, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4598, 'last_played': 1754932511}",english,thay have bad servers and thay don't know how to make a good game,1718368048,1718368048,False,0,0,0.5,0,False,False,False,False,negativa,,
167339681,"{'steamid': '76561198274208245', 'num_games_owned': 78, 'num_reviews': 2, 'playtime_forever': 30749, 'playtime_last_two_weeks': 145, 'playtime_at_review': 25980, 'last_played': 1762210908}",english,I love this game,1718371696,1718371696,False,0,0,0.5,0,False,False,False,False,negativa,,
167344184,"{'steamid': '76561199387287677', 'num_games_owned': 15, 'num_reviews': 1, 'playtime_forever': 28883, 'playtime_last_two_weeks': 0, 'playtime_at_review': 18216, 'last_played': 1748615810}",english,brawlhalla made me loose my sanity dont play it,1718375947,1718375947,False,1,0,0.5205479264259338,0,False,False,False,False,negativa,,
167350039,"{'steamid': '76561199085498742', 'num_games_owned': 40, 'num_reviews': 6, 'playtime_forever': 5431, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5431, 'last_played': 1759420919}",english,make cross save good. let me change my primary platform to the one i want and let me keep my shit. terrible cross save but the game itself is pretty good,1718381287,1761424362,False,0,0,0.5205479264259338,0,False,False,False,False,negativa,,
167350231,"{'steamid': '76561199502098587', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 345, 'playtime_last_two_weeks': 0, 'playtime_at_review': 199, 'last_played': 1725463425}",english,shitty ass game,1718381467,1718381467,False,1,0,0.5205479264259338,0,False,False,False,False,negativa,,
167350422,"{'steamid': '76561199019298420', 'num_games_owned': 14, 'num_reviews': 1, 'playtime_forever': 26349, 'playtime_last_two_weeks': 0, 'playtime_at_review': 15177, 'last_played': 1748981709}",english,to many sigspammers,1718381669,1718381669,False,44,8,0.6931871175765991,0,False,False,False,False,negativa,,
167372840,"{'steamid': '76561199076397631', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 1012, 'playtime_last_two_weeks': 0, 'playtime_at_review': 878, 'last_played': 1726690453}",english,me no like,1718404012,1718404012,False,0,0,0.5,0,False,False,False,False,negativa,,
167373952,"{'steamid': '76561198879399707', 'num_games_owned': 30, 'num_reviews': 3, 'playtime_forever': 10375, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4381, 'last_played': 1760338884}",english,SHIT GAME SHIT PLAYERS WASTE OF TIME FUCK THIS GAME,1718405230,1718405230,False,0,0,0.5,0,False,False,False,False,negativa,,
167379916,"{'steamid': '76561199313102223', 'num_games_owned': 69, 'num_reviews': 24, 'playtime_forever': 206, 'playtime_last_two_weeks': 0, 'playtime_at_review': 173, 'last_played': 1730487024}",english,"cant even spawn without gettin thrown out of map
",1718412079,1718412079,False,1,1,0.5238095521926879,0,False,False,False,False,negativa,,
167387184,"{'steamid': '76561198805051139', 'num_games_owned': 47, 'num_reviews': 25, 'playtime_forever': 5259, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5259, 'last_played': 1551119778}",english,"This game feels bad to play since attacking is not very incentivized compared to baiting. The game ends up being very passive, and running away is encouraged. I want to play a fighting game where I fight! Not chase after somone just for them to wiff punish me. The game is a lot more shallow in gameplay than it looks.",1718421646,1718421646,False,0,0,0.5,0,False,False,False,False,negativa,,
167388134,"{'steamid': '76561199040983039', 'num_games_owned': 65, 'num_reviews': 5, 'playtime_forever': 88229, 'playtime_last_two_weeks': 0, 'playtime_at_review': 85517, 'last_played': 1760936575}",english,"Void artemis is such a cool skin, such a shame that it's an unplayable game",1718422832,1718422832,False,0,0,0.5,0,False,False,False,False,negativa,,
167400803,"{'steamid': '76561199216204618', 'num_games_owned': 63, 'num_reviews': 64, 'playtime_forever': 16, 'playtime_last_two_weeks': 0, 'playtime_at_review': 16, 'last_played': 1686713811}",english,mid asf smash bros solos neg diff,1718439422,1718439422,False,0,0,0.5,0,False,False,False,False,negativa,,
167406789,"{'steamid': '76561199089618643', 'num_games_owned': 25, 'num_reviews': 1, 'playtime_forever': 78503, 'playtime_last_two_weeks': 1124, 'playtime_at_review': 64965, 'last_played': 1762278091}",english,"cancer pls delete
edit:said i played 17 additional hours and asks for change of review, still cancer
",1718446599,1719264491,False,1,0,0.5238095521926879,0,False,False,False,False,negativa,,
167408535,"{'steamid': '76561199119128643', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 75, 'playtime_last_two_weeks': 0, 'playtime_at_review': 35, 'last_played': 1718799697}",english,fucking shit game never play this again who ever named maniche suck your cock you gay fag never play this creation by ass creation made by faggots,1718448620,1718448620,False,0,0,0.5,0,False,False,False,False,negativa,,
167412192,"{'steamid': '76561199208549827', 'num_games_owned': 32, 'num_reviews': 4, 'playtime_forever': 9892, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5390, 'last_played': 1749536177}",english,don't play this it will make you kill yourself.,1718452528,1722539646,False,0,0,0.5,0,False,True,False,False,negativa,,
167419123,"{'steamid': '76561198836565769', 'num_games_owned': 56, 'num_reviews': 10, 'playtime_forever': 191, 'playtime_last_two_weeks': 0, 'playtime_at_review': 161, 'last_played': 1719480891}",english,Tryharders,1718459329,1718459329,False,0,0,0.5,0,False,False,False,False,negativa,,
167420411,"{'steamid': '76561199446152694', 'num_games_owned': 1, 'num_reviews': 1, 'playtime_forever': 479, 'playtime_last_two_weeks': 0, 'playtime_at_review': 438, 'last_played': 1718728943}",english,-,1718460502,1718460502,False,0,0,0.5,0,False,False,False,False,negativa,,
167428055,"{'steamid': '76561198045460541', 'num_games_owned': 139, 'num_reviews': 3, 'playtime_forever': 5732, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5732, 'last_played': 1682541528}",english,ubigay,1718467265,1718467265,False,0,0,0.5,0,False,False,False,False,negativa,,
167435611,"{'steamid': '76561199164112182', 'num_games_owned': 43, 'num_reviews': 10, 'playtime_forever': 19366, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5330, 'last_played': 1760676879}",english,MID MID MID MID MID,1718474272,1718474272,False,1,0,0.5,0,False,False,False,False,negativa,,
167444513,"{'steamid': '76561199595027959', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 22263, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6463, 'last_played': 1760649480}",english,Game is so ass im jus additced,1718483563,1718483563,False,0,0,0.5,0,False,False,False,False,negativa,,
167452778,"{'steamid': '76561199072125840', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 1923, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1842, 'last_played': 1751924932}",english,meus amigos tao viciados nessa merda alguem me ajuda pelo amor de deus,1718493182,1718493182,False,0,0,0.5,0,False,False,False,False,negativa,,
167465063,"{'steamid': '76561199229857701', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 10815, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3117, 'last_played': 1737166011}",english,this game promotes fucking spammers,1718509823,1718509823,False,0,0,0.5,0,False,False,False,False,negativa,,
167465485,"{'steamid': '76561198815835347', 'num_games_owned': 38, 'num_reviews': 1, 'playtime_forever': 34862, 'playtime_last_two_weeks': 21, 'playtime_at_review': 26977, 'last_played': 1761613640}",english,made me want to end it all multiple times,1718510354,1718510354,False,0,0,0.5,0,False,True,False,False,negativa,,
167487561,"{'steamid': '76561199655490139', 'num_games_owned': 161, 'num_reviews': 277, 'playtime_forever': 72, 'playtime_last_two_weeks': 0, 'playtime_at_review': 72, 'last_played': 1718538040}",english,"The tutorial is FKN USELESS. I'm being matched up with maniacs at 1000 Elo when I know only basic attacks. I know it's definitely a skill issue but if I may reiterate that they HAVEN'T TAUGHT ME HOW TO PLAY. I've googled online how to play... WTF is a signature move? Ain't nobody say anything about that. Got light attack, heavy attack... Well that's it I suppose. Yet I'm still being combo'd in beginner ranks.

Even spamming can't fkn save you. You just fly all over the place like a yobbo. A shite experience for new players, Learning street fighter is easier.",1718538446,1732825572,False,0,0,0.4761904776096343,2,False,False,False,False,negativa,,
167499543,"{'steamid': '76561199448114797', 'num_games_owned': 0, 'num_reviews': 7, 'playtime_forever': 4007, 'playtime_last_two_weeks': 0, 'playtime_at_review': 949, 'last_played': 1760820404}",english,tryhard mains with no life,1718549849,1718549849,False,1,0,0.5238095521926879,0,False,False,False,False,negativa,,
167505588,"{'steamid': '76561199650845705', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 51, 'playtime_last_two_weeks': 0, 'playtime_at_review': 51, 'last_played': 1718544010}",english,this game is not free. make sure you have enough money left over for therapy.,1718555085,1718555085,False,0,0,0.5,0,False,False,False,False,negativa,,
167506753,"{'steamid': '76561199016513192', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 1970, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1835, 'last_played': 1750967240}",english,its brawlhalla,1718556234,1718556234,False,0,0,0.5,0,False,False,False,False,negativa,,
167507378,"{'steamid': '76561198272292533', 'num_games_owned': 82, 'num_reviews': 15, 'playtime_forever': 43903, 'playtime_last_two_weeks': 0, 'playtime_at_review': 42028, 'last_played': 1755827310}",english,"game is highkey dookie. its been going downhill ever since they got rid of chat. i only play it when i wanna be angry and miserable. its a knockoff worse smash 
",1718556802,1718556802,False,0,0,0.5,0,False,False,False,False,negativa,,
167512468,"{'steamid': '76561199081468583', 'num_games_owned': 126, 'num_reviews': 6, 'playtime_forever': 6784, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6550, 'last_played': 1744401196}",english,no.,1718561804,1718561804,False,1,0,0.5056179761886596,0,False,False,False,False,negativa,,
167512501,"{'steamid': '76561199102710870', 'num_games_owned': 17, 'num_reviews': 9, 'playtime_forever': 28003, 'playtime_last_two_weeks': 0, 'playtime_at_review': 27802, 'last_played': 1722636147}",english,"whenever i play this game i start sweating prefusely. Please dont play this game unless you want to be adressed as a ""woman repeler""",1718561833,1718561833,False,1,0,0.5056179761886596,0,False,False,False,False,negativa,,
167514996,"{'steamid': '76561199199793029', 'num_games_owned': 12, 'num_reviews': 4, 'playtime_forever': 7410, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4750, 'last_played': 1748059012}",english,gave me brain dmage learining combos,1718564194,1718564194,False,1,0,0.5056179761886596,0,False,False,False,False,negativa,,
167517363,"{'steamid': '76561199060119762', 'num_games_owned': 0, 'num_reviews': 9, 'playtime_forever': 17020, 'playtime_last_two_weeks': 0, 'playtime_at_review': 17010, 'last_played': 1752093985}",english,"I've had this game for over 280 hours now. I just want to say that when you keep on making the same mistake over and over again, it's pretty darn fustrating, and at the same time, I have no motivation to improve, so I'm quitting this damn game.",1718566473,1718566473,False,1,0,0.5056179761886596,1,False,False,False,False,negativa,,
167522935,"{'steamid': '76561199013629939', 'num_games_owned': 14, 'num_reviews': 3, 'playtime_forever': 4894, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4824, 'last_played': 1739541758}",english,"The things i want to say about this game i cannot mention here on such a forum as i will be banned and sent to area 51 for testing.But allow me to put it into simple words, NEVER play this game unless you want to release all your pent up anger over the years onto your newborn son, i made that mistake and now we have a funeral next week. R.I.P Henry.",1718571988,1718571988,False,9,3,0.5966136455535888,0,False,False,False,False,negativa,,
167523163,"{'steamid': '76561199435669586', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 2255, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1664, 'last_played': 1719682343}",english,"autism
",1718572234,1718572234,False,0,0,0.5,0,False,False,False,False,negativa,,
167525687,"{'steamid': '76561199046708360', 'num_games_owned': 0, 'num_reviews': 27, 'playtime_forever': 146, 'playtime_last_two_weeks': 0, 'playtime_at_review': 146, 'last_played': 1654575134}",english,midmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmidmid,1718575144,1718575144,False,0,0,0.5,0,False,False,False,False,negativa,,
167535130,"{'steamid': '76561198311739679', 'num_games_owned': 120, 'num_reviews': 11, 'playtime_forever': 27016, 'playtime_last_two_weeks': 0, 'playtime_at_review': 27016, 'last_played': 1718162146}",english,aye the moment you start to gain a modicum of skill this game becomes infuriating,1718588732,1718588732,False,0,0,0.5,0,False,False,False,False,negativa,,
167539111,"{'steamid': '76561199230268677', 'num_games_owned': 113, 'num_reviews': 31, 'playtime_forever': 184, 'playtime_last_two_weeks': 0, 'playtime_at_review': 184, 'last_played': 1665857168}",english,this game is like brawlhalla if it sucked ass,1718594882,1718594882,False,0,0,0.5,0,False,False,False,False,negativa,,
167544301,"{'steamid': '76561198370091026', 'num_games_owned': 60, 'num_reviews': 5, 'playtime_forever': 295, 'playtime_last_two_weeks': 0, 'playtime_at_review': 269, 'last_played': 1729487914}",english,trash,1718603410,1718603410,False,0,0,0.5,0,False,False,False,False,negativa,,
167545086,"{'steamid': '76561199382241189', 'num_games_owned': 21, 'num_reviews': 9, 'playtime_forever': 33, 'playtime_last_two_weeks': 0, 'playtime_at_review': 33, 'last_played': 1718311920}",english,Its meh. Smash bros. Is so much better,1718604829,1718604829,False,0,0,0.4761904776096343,0,False,False,False,False,negativa,,
167546710,"{'steamid': '76561199073383606', 'num_games_owned': 227, 'num_reviews': 4, 'playtime_forever': 240, 'playtime_last_two_weeks': 0, 'playtime_at_review': 207, 'last_played': 1718788232}",english,sig spam,1718607807,1718607807,False,0,0,0.5,0,False,False,False,False,negativa,,
167549383,"{'steamid': '76561199053351759', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 34, 'playtime_last_two_weeks': 0, 'playtime_at_review': 34, 'last_played': 1718612513}",english,this game fucking sucks,1718612544,1718612544,False,0,0,0.5,0,False,False,False,False,negativa,,
167550985,"{'steamid': '76561198278451365', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 1557, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1257, 'last_played': 1744609310}",english,lance sucks nuff said,1718615075,1718615075,False,0,0,0.5,0,False,False,False,False,negativa,,
167555889,"{'steamid': '76561199559344781', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 29391, 'playtime_last_two_weeks': 0, 'playtime_at_review': 26363, 'last_played': 1755157059}",english,"dont
(update: it sucks)",1718622595,1722512403,False,0,0,0.5,0,False,False,False,False,negativa,,
167580037,"{'steamid': '76561198313928801', 'num_games_owned': 67, 'num_reviews': 4, 'playtime_forever': 21567, 'playtime_last_two_weeks': 16, 'playtime_at_review': 21059, 'last_played': 1761094501}",english,Toxic,1718649387,1718649387,False,0,0,0.5,0,False,False,False,False,negativa,,
167581216,"{'steamid': '76561198846680790', 'num_games_owned': 88, 'num_reviews': 63, 'playtime_forever': 490, 'playtime_last_two_weeks': 0, 'playtime_at_review': 490, 'last_played': 1665776909}",english,Poundland Mortal Kombat,1718650688,1718650688,False,0,0,0.4545454680919647,0,False,False,False,False,negativa,,
167584489,"{'steamid': '76561198388228011', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 10282, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5937, 'last_played': 1744853560}",english,"man i really wanna like this game, the combat is very tight and responsive compared to thinks like smash bros. unfortunately the balance between weapons and characters is god awful. and on top of that the game seem very inconsistent with what counts as wall touches or registering hits/dodges. I have 10+ clips ive saved just showing evidence of blatant attacks going through people or even hitting/grabbing people through walls. If you haven't played this game, save yourself the stress and don't.",1718654180,1718678979,False,0,0,0.5,0,False,False,False,False,negativa,,
167588353,"{'steamid': '76561198984478381', 'num_games_owned': 67, 'num_reviews': 4, 'playtime_forever': 439, 'playtime_last_two_weeks': 0, 'playtime_at_review': 286, 'last_played': 1723901355}",english,игра параша,1718658596,1718658596,False,0,0,0.5,0,False,False,False,False,negativa,,
167595078,"{'steamid': '76561199025616951', 'num_games_owned': 38, 'num_reviews': 10, 'playtime_forever': 12883, 'playtime_last_two_weeks': 136, 'playtime_at_review': 7592, 'last_played': 1761954135}",english,"no
",1718667198,1718667198,False,1,0,0.5172414183616638,0,False,False,False,False,negativa,,
167603047,"{'steamid': '76561199131412927', 'num_games_owned': 28, 'num_reviews': 4, 'playtime_forever': 8239, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5686, 'last_played': 1760051710}",english,"This game makes me want to blow my brains out
10/10 would play again",1718679542,1718679542,False,1,0,0.5205479264259338,0,False,True,False,False,negativa,,
167604446,"{'steamid': '76561198218243719', 'num_games_owned': 50, 'num_reviews': 1, 'playtime_forever': 23339, 'playtime_last_two_weeks': 0, 'playtime_at_review': 22797, 'last_played': 1748898856}",english,Red Raptor makes me want to kick-start a landmine,1718681801,1718936373,False,1,0,0.5205479264259338,0,False,False,False,False,negativa,,
167607777,"{'steamid': '76561198420684033', 'num_games_owned': 7, 'num_reviews': 4, 'playtime_forever': 7302, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3724, 'last_played': 1732480778}",english,"no 
",1718687534,1718687534,False,1,0,0.5104477405548095,0,False,False,False,False,negativa,,
167611006,"{'steamid': '76561198798935160', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 90711, 'playtime_last_two_weeks': 348, 'playtime_at_review': 78459, 'last_played': 1762198065}",english,.....fix your game,1718693472,1718693472,False,0,0,0.5,0,False,False,False,False,negativa,,
167623114,"{'steamid': '76561199509827255', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 159173, 'playtime_last_two_weeks': 2825, 'playtime_at_review': 23596, 'last_played': 1762255062}",english,"stupid fucking game ban teros and any big weapon player with those large ugly monster sigs im so sick to death of fucking nigger orion gooning all over my fucking elo because hes able to shove his spear up my ass and down my throat coming off stage or on stage ""just learn how to dodge and read"" why should i have to do anything to be afraid a spear will go up my fucking ass cock sucking assholes fuck you brawl dev",1718712085,1718712085,False,2,0,0.5454545617103576,0,False,False,False,False,negativa,,
167628597,"{'steamid': '76561198072216098', 'num_games_owned': 59, 'num_reviews': 7, 'playtime_forever': 1532, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1343, 'last_played': 1745452877}",english,actual bad game,1718718389,1718718389,False,0,0,0.5,0,False,False,False,False,negativa,,
